Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	Sample.37	Sample.38	Sample.39	Sample.40	Sample.41	Sample.42	Sample.43	Sample.44	Sample.45	Sample.46	Sample.47	Sample.48	Sample.49	Sample.50	Sample.51	Sample.52	Sample.53	Sample.54	Sample.55	Sample.56	Sample.57	Sample.58	Sample.59	Sample.60	Sample.61	Sample.62	Sample.63	Sample.64	Sample.65	Sample.66	Sample.67	Sample.68	Sample.69	Sample.70	Sample.71	Sample.72	Sample.73	Sample.74	Sample.75	Sample.76	Sample.77	Sample.78	Sample.79	Sample.80	Sample.81	Sample.82	Sample.83	Sample.84	Sample.85	Sample.86	Sample.87	Sample.88	Sample.89	Sample.90
Sample.11	1	1	1	1	0.976510067114094	0.86744966442953	1	1	1	1	0	0.813758389261745	1	1	0.776845637583893	1	0.832214765100671	1	0.964765100671141	1	1	1	1	0.998322147651007	0.817114093959732	1	1	0.942953020134228	1	0.86744966442953	1	1	1	1	1	1	1	1	1	0.879194630872483	0.939597315436242	1	1	0.931208053691275	0.922818791946309	1	0.98489932885906	1	0.969798657718121	1	1	0.983221476510067	1	1	1	0.758389261744966	1	1	1	1	1	0.988255033557047	1	1	1	0.884228187919463	1	1	0.986577181208054	1	1	0.996644295302013	1	1	1	1	0.98489932885906	1	1	1	0.991610738255034	1	1	1	1	0.983221476510067	1	1	1	1
Sample.12	0.964765100671141	1	1	0.969798657718121	0.936241610738255	1	1	1	0.969798657718121	0.971476510067114	0.813758389261745	0	1	0.971476510067114	0.869127516778524	1	0.852348993288591	1	0.931208053691275	1	1	1	1	0.971476510067114	0.894295302013423	1	0.947986577181208	0.988255033557047	1	1	1	1	1	1	1	0.973154362416107	1	1	1	1	0.922818791946309	1	0.953020134228188	1	0.942953020134228	1	0.89261744966443	1	0.969798657718121	1	1	0.979865771812081	1	1	1	0.805369127516778	1	1	1	1	1	0.951342281879195	1	1	1	0.949664429530201	1	1	0.986577181208054	1	1	0.996644295302013	1	1	1	0.986577181208054	0.958053691275168	1	1	1	0.914429530201342	1	0.978187919463087	0.973154362416107	1	1	1	1	1	1
Sample.13	0.971476510067114	0.847315436241611	1	0.978187919463087	1	0.889261744966443	0.932885906040268	1	1	0.983221476510067	1	1	0	1	1	0.991610738255034	1	1	1	0.901006711409396	0.901006711409396	0.884228187919463	0.961409395973154	0.860738255033557	0.968120805369127	1	1	1	1	1	1	1	0.884228187919463	0.98489932885906	1	0.946308724832215	1	0.973154362416107	0.901006711409396	0.954697986577181	1	0.996644295302013	1	0.937919463087248	1	0.991610738255034	0.986577181208054	0.959731543624161	0.912751677852349	0.949664429530201	1	0.976510067114094	0.988255033557047	1	0.956375838926175	1	1	0.98489932885906	0.916107382550336	0.889261744966443	1	1	1	1	0.916107382550336	0.959731543624161	0.973154362416107	0.983221476510067	1	0.901006711409396	1	1	1	0.860738255033557	0.838926174496644	1	1	1	1	1	1	1	0.884228187919463	1	0.983221476510067	1	0.916107382550336	0.98993288590604	1	1
Sample.14	0.937919463087248	1	0.974832214765101	0.890939597315436	1	1	0.906040268456376	1	1	0.914429530201342	1	0.971476510067114	1	0	1	0.963087248322148	1	0.771812080536913	0.958053691275168	1	1	0.988255033557047	1	0.924496644295302	1	0.979865771812081	0.978187919463087	1	1	1	0.99496644295302	0.942953020134228	0.976510067114094	1	1	1	0.988255033557047	1	1	1	1	1	1	1	0.993288590604027	1	0.983221476510067	0.966442953020134	1	0.981543624161074	1	1	1	1	0.986577181208054	1	1	1	0.976510067114094	0.986577181208054	1	0.991610738255034	1	1	0.942953020134228	0.911073825503356	1	1	1	1	0.966442953020134	0.986577181208054	0.934563758389262	0.983221476510067	1	0.991610738255034	1	0.986577181208054	0.974832214765101	1	1	0.966442953020134	0.988255033557047	0.988255033557047	0.986577181208054	1	0.988255033557047	0.986577181208054	1	0.986577181208054
Sample.15	0.974832214765101	1	1	0.968120805369127	0.986577181208054	0.924496644295302	0.974832214765101	1	0.996644295302013	0.98489932885906	0.776845637583893	0.869127516778524	1	1	0	1	0.864093959731544	0.974832214765101	0.964765100671141	1	1	1	1	0.974832214765101	0.689597315436242	0.98993288590604	0.974832214765101	0.812080536912752	1	0.884228187919463	1	0.954697986577181	1	0.988255033557047	1	0.98993288590604	1	1	1	0.884228187919463	0.974832214765101	0.996644295302013	1	0.931208053691275	0.944630872483222	1	0.961409395973154	0.964765100671141	0.98489932885906	1	1	0.959731543624161	1	1	1	0.840604026845638	1	0.98993288590604	0.964765100671141	1	1	0.963087248322148	1	1	1	0.929530201342282	0.964765100671141	1	0.959731543624161	1	1	0.996644295302013	0.979865771812081	1	0.986577181208054	0.971476510067114	0.98489932885906	0.98993288590604	0.98993288590604	1	0.88758389261745	1	1	1	1	0.934563758389262	1	0.98993288590604	1	1
Sample.16	1	1	1	0.98489932885906	0.976510067114094	0.991610738255034	1	1	1	0.996644295302013	1	1	0.991610738255034	0.963087248322148	1	0	0.986577181208054	1	0.968120805369127	0.991610738255034	0.991610738255034	0.991610738255034	1	1	1	1	0.978187919463087	1	1	0.991610738255034	1	1	0.991610738255034	1	1	0.98489932885906	0.968120805369127	1	0.991610738255034	0.991610738255034	1	0.996644295302013	1	0.98489932885906	0.98993288590604	1	1	0.991610738255034	1	0.976510067114094	1	0.993288590604027	1	1	1	1	1	1	1	1	1	0.996644295302013	1	1	1	0.978187919463087	1	0.991610738255034	1	0.991610738255034	1	1	1	1	1	1	1	1	1	0.966442953020134	0.993288590604027	1	0.991610738255034	0.959731543624161	1	1	1	0.991610738255034	1	1
Sample.17	0.949664429530201	0.966442953020134	1	0.919463087248322	0.951342281879195	0.926174496644295	0.988255033557047	1	1	0.969798657718121	0.832214765100671	0.852348993288591	1	1	0.864093959731544	0.986577181208054	0	0.988255033557047	0.953020134228188	0.926174496644295	0.926174496644295	0.926174496644295	1	0.974832214765101	0.885906040268456	1	0.974832214765101	0.976510067114094	1	0.988255033557047	1	1	0.926174496644295	0.988255033557047	1	1	1	1	1	0.901006711409396	0.922818791946309	0.916107382550336	0.879194630872483	0.926174496644295	0.934563758389262	0.926174496644295	0.937919463087248	1	0.969798657718121	0.988255033557047	1	0.959731543624161	1	1	0.996644295302013	0.815436241610738	0.986577181208054	0.976510067114094	1	1	0.968120805369127	0.968120805369127	1	1	0.969798657718121	0.934563758389262	1	1	0.986577181208054	0.926174496644295	1	0.996644295302013	1	1	0.988255033557047	0.988255033557047	0.98489932885906	1	1	1	0.979865771812081	0.983221476510067	1	0.986577181208054	0.986577181208054	1	1	1	1	1
Sample.18	0.89261744966443	1	0.993288590604027	0.932885906040268	1	1	0.855704697986577	1	1	0.929530201342282	1	1	1	0.771812080536913	0.974832214765101	1	0.988255033557047	0	0.939597315436242	1	1	1	1	0.89261744966443	0.969798657718121	0.976510067114094	0.944630872483222	1	1	1	1	0.976510067114094	0.976510067114094	0.988255033557047	1	1	1	0.998322147651007	1	1	1	1	1	1	1	0.914429530201342	0.958053691275168	0.976510067114094	1	1	1	1	1	1	1	0.991610738255034	1	0.959731543624161	1	1	1	0.924496644295302	1	1	1	0.947986577181208	1	1	1	1	0.793624161073825	1	0.949664429530201	1	0.986577181208054	0.98489932885906	1	0.976510067114094	0.976510067114094	1	1	0.796979865771812	1	1	1	1	1	0.969798657718121	1	1
Sample.19	0.902684563758389	0.98993288590604	0.951342281879195	0.840604026845638	0.85738255033557	1	0.939597315436242	1	0.969798657718121	0.88758389261745	0.964765100671141	0.931208053691275	1	0.958053691275168	0.964765100671141	0.968120805369127	0.953020134228188	0.939597315436242	0	1	1	1	1	0.961409395973154	1	0.974832214765101	0.956375838926175	0.979865771812081	1	1	1	0.931208053691275	1	0.978187919463087	1	0.996644295302013	0.949664429530201	1	1	0.998322147651007	0.875838926174497	0.983221476510067	1	1	0.953020134228188	1	0.840604026845638	0.979865771812081	0.969798657718121	0.978187919463087	1	0.932885906040268	1	0.98993288590604	0.996644295302013	0.956375838926175	0.99496644295302	0.981543624161074	1	1	1	0.845637583892617	0.879194630872483	1	1	0.969798657718121	1	0.944630872483222	0.998322147651007	1	0.949664429530201	1	0.964765100671141	0.983221476510067	0.986577181208054	0.922818791946309	0.961409395973154	1	0.993288590604027	1	0.974832214765101	0.954697986577181	1	0.922818791946309	0.99496644295302	0.956375838926175	1	1	1	1
Sample.20	1	0.966442953020134	0.956375838926175	1	1	0.630872483221476	0.979865771812081	1	0.98489932885906	1	1	1	0.901006711409396	1	1	0.991610738255034	0.926174496644295	1	1	0	0.469798657718121	0.555369127516778	1	0.973154362416107	0.99496644295302	1	1	1	1	1	1	0.904362416107383	0.558724832214765	1	1	0.966442953020134	0.981543624161074	1	0.802013422818792	0.874161073825503	1	0.924496644295302	1	0.790268456375839	1	0.885906040268456	1	1	1	0.949664429530201	1	0.98993288590604	0.949664429530201	1	1	1	0.951342281879195	1	1	1	0.968120805369127	1	1	1	0.969798657718121	1	1	0.983221476510067	1	0.756711409395973	1	1	1	1	1	1	1	1	1	1	1	1	0.885906040268456	0.904362416107383	1	0.919463087248322	0.904362416107383	0.98993288590604	1	1
Sample.21	1	0.966442953020134	1	1	1	0.619127516778524	1	1	1	1	1	1	0.901006711409396	1	1	0.991610738255034	0.926174496644295	1	1	0.469798657718121	0	0.572147651006711	1	1	0.99496644295302	1	1	1	1	1	1	1	0.595637583892617	1	1	0.976510067114094	1	1	0.802013422818792	0.874161073825503	1	0.924496644295302	1	0.790268456375839	1	0.885906040268456	1	1	1	0.949664429530201	1	0.98993288590604	1	1	1	1	1	1	1	1	0.968120805369127	0.986577181208054	1	1	1	1	1	0.983221476510067	1	0.756711409395973	1	1	1	1	1	1	1	1	1	1	1	1	0.885906040268456	1	1	1	1	0.98993288590604	1	1
Sample.22	0.954697986577181	0.966442953020134	0.98489932885906	0.991610738255034	1	0.619127516778524	0.963087248322148	1	1	0.983221476510067	1	1	0.884228187919463	0.988255033557047	1	0.991610738255034	0.926174496644295	1	1	0.555369127516778	0.572147651006711	0	1	0.983221476510067	0.99496644295302	1	1	1	1	1	1	1	0.578859060402685	0.98489932885906	1	0.976510067114094	1	0.983221476510067	0.827181208053691	0.874161073825503	1	0.88255033557047	1	0.790268456375839	1	0.87751677852349	1	0.983221476510067	1	0.916107382550336	1	0.98993288590604	0.971476510067114	1	0.983221476510067	1	1	1	0.983221476510067	0.949664429530201	0.934563758389262	1	0.98489932885906	1	0.983221476510067	1	1	0.983221476510067	1	0.756711409395973	1	1	1	1	1	1	1	1	1	0.991610738255034	1	1	0.865771812080537	0.979865771812081	1	1	0.944630872483222	0.98993288590604	1	1
Sample.23	1	1	1	0.98993288590604	1	1	0.979865771812081	0.956375838926175	1	0.979865771812081	1	1	0.961409395973154	1	1	1	1	1	1	1	1	1	0	0.991610738255034	0.968120805369127	1	0.981543624161074	1	1	1	1	1	0.981543624161074	1	1	1	1	0.979865771812081	1	1	1	0.897651006711409	1	0.988255033557047	0.986577181208054	1	0.993288590604027	1	0.968120805369127	1	1	0.976510067114094	1	1	1	1	0.983221476510067	0.979865771812081	0.98993288590604	0.914429530201342	1	1	1	1	1	0.961409395973154	0.973154362416107	1	1	1	1	1	0.947986577181208	0.947986577181208	0.954697986577181	1	1	1	0.979865771812081	1	0.988255033557047	1	0.983221476510067	0.947986577181208	1	0.981543624161074	1	1	1	1
Sample.24	0.724832214765101	1	0.929530201342282	0.860738255033557	1	0.981543624161074	0.790268456375839	1	0.98489932885906	0.894295302013423	0.998322147651007	0.971476510067114	0.860738255033557	0.924496644295302	0.974832214765101	1	0.974832214765101	0.89261744966443	0.961409395973154	0.973154362416107	1	0.983221476510067	0.991610738255034	0	1	0.912751677852349	0.914429530201342	0.991610738255034	1	1	0.99496644295302	0.874161073825503	0.956375838926175	0.973154362416107	1	0.959731543624161	0.981543624161074	0.964765100671141	1	1	0.98489932885906	0.996644295302013	1	1	0.993288590604027	0.991610738255034	0.904362416107383	0.880872483221476	1	0.958053691275168	1	0.983221476510067	0.988255033557047	1	0.906040268456376	0.976510067114094	0.958053691275168	0.966442953020134	0.912751677852349	0.87751677852349	1	0.906040268456376	0.988255033557047	1	0.813758389261745	1	1	0.969798657718121	0.963087248322148	1	0.953020134228188	0.953020134228188	1	0.870805369127517	0.978187919463087	0.963087248322148	0.964765100671141	0.921140939597315	0.906040268456376	1	0.998322147651007	0.953020134228188	1	0.958053691275168	0.954697986577181	0.973154362416107	0.897651006711409	0.921140939597315	1	0.953020134228188
Sample.25	0.98993288590604	0.99496644295302	0.981543624161074	0.993288590604027	1	0.917785234899329	0.98489932885906	1	1	0.981543624161074	0.817114093959732	0.894295302013423	0.968120805369127	1	0.689597315436242	1	0.885906040268456	0.969798657718121	1	0.99496644295302	0.99496644295302	0.99496644295302	0.968120805369127	1	0	1	1	0.783557046979866	1	0.729865771812081	1	1	0.99496644295302	1	1	1	1	1	1	0.692953020134228	1	0.99496644295302	0.986577181208054	0.894295302013423	1	0.964765100671141	1	0.971476510067114	0.968120805369127	1	1	0.936241610738255	1	1	1	0.894295302013423	1	1	1	0.968120805369127	0.99496644295302	1	1	1	1	0.912751677852349	0.973154362416107	1	0.958053691275168	0.99496644295302	1	0.996644295302013	1	1	1	1	1	1	1	1	0.879194630872483	1	0.983221476510067	1	1	0.99496644295302	1	1	1	1
Sample.26	0.932885906040268	1	0.958053691275168	0.978187919463087	0.979865771812081	1	0.974832214765101	1	1	1	1	1	1	0.979865771812081	0.98993288590604	1	1	0.976510067114094	0.974832214765101	1	1	1	1	0.912751677852349	1	0	0.951342281879195	0.991610738255034	1	1	0.99496644295302	0.894295302013423	1	0.991610738255034	1	1	1	1	1	0.996644295302013	1	0.991610738255034	1	1	1	1	0.974832214765101	0.956375838926175	1	0.968120805369127	1	1	1	1	0.295302013422819	1	1	0.961409395973154	0.979865771812081	0.885906040268456	0.942953020134228	0.954697986577181	0.983221476510067	1	0.701342281879195	1	1	0.98993288590604	1	1	0.766778523489933	0.659395973154362	1	0.991610738255034	1	0.991610738255034	1	0.743288590604027	0.471476510067114	1	1	0.573825503355705	1	1	0.944630872483222	1	1	0.832214765100671	1	0.635906040268456
Sample.27	0.906040268456376	1	0.993288590604027	0.884228187919463	0.909395973154362	1	0.922818791946309	1	1	0.958053691275168	1	0.947986577181208	1	0.978187919463087	0.974832214765101	0.978187919463087	0.974832214765101	0.944630872483222	0.956375838926175	1	1	1	0.981543624161074	0.914429530201342	1	0.951342281879195	0	1	1	1	0.986577181208054	0.959731543624161	1	0.979865771812081	1	1	1	0.981543624161074	1	1	0.88255033557047	0.976510067114094	0.964765100671141	1	1	1	0.795302013422819	0.976510067114094	1	0.971476510067114	1	0.978187919463087	1	1	0.961409395973154	0.953020134228188	0.921140939597315	0.968120805369127	0.98993288590604	0.964765100671141	0.964765100671141	0.917785234899329	0.916107382550336	1	0.964765100671141	0.978187919463087	1	1	1	1	0.951342281879195	0.964765100671141	1	1	0.968120805369127	0.983221476510067	1	0.937919463087248	0.932885906040268	1	1	0.964765100671141	1	0.919463087248322	0.911073825503356	1	1	0.951342281879195	1	0.964765100671141
Sample.28	0.991610738255034	1	0.991610738255034	0.98993288590604	0.981543624161074	0.954697986577181	1	1	0.833892617449664	0.998322147651007	0.942953020134228	0.988255033557047	1	1	0.812080536912752	1	0.976510067114094	1	0.979865771812081	1	1	1	1	0.991610738255034	0.783557046979866	0.991610738255034	1	0	1	0.879194630872483	1	1	1	1	1	1	1	1	1	0.73489932885906	0.988255033557047	1	1	0.954697986577181	0.988255033557047	1	0.979865771812081	1	0.988255033557047	0.991610738255034	1	1	1	1	1	0.988255033557047	1	1	1	1	1	0.983221476510067	0.991610738255034	1	1	0.942953020134228	1	0.991610738255034	0.998322147651007	1	1	1	1	0.991610738255034	1	1	0.988255033557047	1	1	1	0.748322147651007	1	1	1	1	0.998322147651007	1	1	1	1
Sample.29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sample.30	1	1	1	1	1	0.778523489932886	1	1	1	1	0.86744966442953	1	1	1	0.884228187919463	0.991610738255034	0.988255033557047	1	1	1	1	1	1	1	0.729865771812081	1	1	0.879194630872483	1	0	1	1	1	1	1	1	1	1	1	0.691275167785235	1	0.996644295302013	1	0.931208053691275	0.996644295302013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.944630872483222	0.993288590604027	1	1	1	1	1	1	1	1	1	1	1	1	0.991610738255034	0.98489932885906	1	1	1	1	1	0.981543624161074	1	1	1
